sequencing_id	P122	P127	P13	P137	P153	P155	P157	P184	P190	P198	P20	P205	P211	P218	P225	P231	P237	P243	P249	P256	P26	P262	P33	P44	P5	P63	P75	P81	P84
Bacteroides_dorei	3642.47267071338	53586.8367102745	135.248938375593	4.21460783074135	22573.6959818278	907.006101956849	511.224459649875	387101.339385738	4662.47316482759	5431.85696209321	163325.690468883	15133.8155589871	4685.37309580751	2.12053098095763	75227.319404978	9027.14073019709	100274.92608693	24545.0236962516	298.423367497767	9337.96159998682	2670.74660117298	70622.4294288431	17662.0485353101	7290.76374679834	75060.9160202177	1426.08266654333	223.501325273458	2.76717794891236	7511.77011788653
Bacteroides_cellulosilyticus	24480.3488008628	128.012125821007	0.911534546760526	436.914345120187	39049.6628718748	55.5647638060114	57.5163197205192	307.852387818058	602.96313311129	1196.41888764627	143795.638049823	139.888635911641	264.564659364197	4.24106196191526	58.328011836997	2389.65052179492	675.020016856585	453.569411257085	118.060076551689	1409.60803246255	330.64062536221	675.146475926517	19818.9227521264	170.777708088389	814.522856213207	46.2513297257296	3.2184190839378	0.922392649637454	931.836104689175
[Clostridium]_bolteae	50925.6026836785	5419.74715653441	15951.3988010358	413.031567412652	15518.1814627883	78.5000067387054	8308.61059267927	2770.16515419835	441.731233048564	13886.0472091836	11725.1518181992	5450.60058479817	9195.3542491254	0	4843.91704455553	5922.19970571932	210.301972825715	9080.20687274482	158.918343962502	6825.43661177323	2941.60349722616	170.04065292309	209.932443051523	27933.2855608892	12759.5709558776	2261.78071246999	70.0900156057565	109.764725306857	923.621455484184
[Clostridium]_aldenense	69.2832460221212	2717.48024094304	64908.0962384501	286.593332490412	1759.81498589556	2.83734964115803	97747.3440804646	960.013367274734	92.7635589401984	7092.70011660267	199.100302851808	14478.9419849804	11110.9205225726	0	1388.43102022759	74994.2039902735	13.9841016302355	5571.3851795263	11.5125504859199	545.76471653947	506.33158496427	28.8269068062295	48.9459976513569	5415.43759111331	7767.60886094566	29081.2037316661	120.511914587449	291.476077285435	1343.83235712408
Bacteroides_uniformis	147802.244132676	37117.2109650843	27.687861857851	532.445455950324	8509.57888304319	1620.59953670809	2068.1612632011	11344.9680944925	13698.085536836	54905.5558093755	8560.6381063469	66305.1534823656	39817.1516280382	2.12053098095763	11594.2627221526	7659.84727289719	28442.3115949685	93319.2925917269	68390.8705023174	98122.6156972304	10829.3955376936	24306.0985734173	4145.11417609929	29166.1136924129	6519.02209557924	791.260493837237	1550.20519209671	3.68957059854981	3729.87200312746
Bacteroides_xylanisolvens	684.507729110027	7297.59196079846	46.2603782480967	115.19928070693	1779.77313550761	395.100937531255	26.1178325281762	1582.04734496303	284.916645316324	23099.8432717081	15658.5639030139	1460.12274993717	1852.17980718473	4.24106196191526	12711.019810324	22585.4388317504	6021.5406507701	4056.21424186132	2457.13945174977	3177.44050694935	320.880016495429	44334.5762555816	1164.57059255631	2782.06232519712	2884.78737739426	73.9114386793522	3.2184190839378	5.53435589782472	1611.33503636351
Flavonifractor_plautii	65134.0389124786	2529.81586571678	36834.1995000461	584.425619196134	1582.86644294335	1943.34805838982	88728.9849568421	9090.25315542368	446.14854537905	9979.95705366703	703.768951860078	86272.1495021875	11077.9777354469	0	102084.34028607	82855.0822982032	8852.74700449734	8777.46360966884	299.777785201993	17123.2956031038	16661.3593355954	21474.6486720733	310.501172600795	17509.7279570585	41678.1987369899	3411.71573388617	2.86081696350027	6.45674854746217	511.414571018381
uncultured_Oscillibacter_sp.	25.7798124733474	134.017385828247	125.336000179572	1.40486927691378	44.4428898577622	0.236445803429836	19455.50170715	203.04080183395	17.6692493219426	45.0916632069906	30.7086907788382	139.514101411209	403.94672765096	0	252.156481941479	185.883102635458	651.713180806192	216.011409329893	177.654455537627	10050.4216342858	10.9806849751287	48.4469821435091	1.14717181995368	459.14563905953	14134.333807866	24.9394424991679	0.357602120437533	0.922392649637454	74.3531069067085
Bacteroides_fragilis	3239.5288309607	3296.4873933078	38.9681018740125	109.579803599275	6826.30442968044	518528.011379664	205.517370713518	3591.94874865346	99.3895274359269	3384.25844078193	5571.940085657	2395.52266476803	2270.43960786269	6.3615929428729	891.40905782426	3792.1179916101	4108.96141766093	3941.57182302083	2788.97178928511	23838.2024750427	2148.55402680019	120126.10184343	4804.54677726933	1132.23071541586	6685.17476410126	1141.77302205282	118.723903985261	0	28658.383491841
Parabacteroides_distasonis	126482.339217217	8370.53174875874	49.3368073434135	1.40486927691378	4959.90880977414	468.872028201364	132.729968585814	2453.19871542515	1557.10259649619	3973.82697117113	8529.2544992872	157381.831556105	96146.9321007127	0	813.227088111977	1649.84090819814	20025.0984224042	2657.50400089314	479264.767893438	1470.98484957662	5644.07207721618	15308.3574218967	635988.615466859	1033.67243612107	10952.3341724251	1331.31278504649	24.3169441897523	0	2220.0616056564
Porphyromonas_sp._31_2	18318.4365403062	1403.72952669243	0.683650910070394	0	861.698253353278	0	0.285440792657664	207.850995393607	194.361742541368	84.2240757698855	482.902598950741	4291.79084045916	5940.49328529442	0	0.112169253532687	8.85768928304323	51.2074832643406	72.2765447884111	18646.9457429297	120.05151020425	179.351187927103	2114.07899143923	22097.7795724644	46.390362495652	431.678942619409	3.62755527260624	0.715204240875067	0	221.374264472948
Dorea_longicatena	39.7438775630773	3784.31468122929	19444.9688933139	112.389542153103	301.429785377878	21.2801223086852	17066.3622726054	294.687647549523	13.2519369914569	2635.97520157165	60.7424652768228	1722.1096329899	2463.66609372723	0	922.479941052814	16437.817352393	16.3485632585362	6221.78316872918	86.9084693544935	17628.9788132889	104.926545317897	205.852052567833	14.7220383560722	1929.19335316167	1977.13725652757	7537.6064120667	47.5610820181919	103.307976759395	283.51071358762
Clostridium_clostridioforme_CAG:132	1456.15659517423	59.6522494052541	1476.00231484198	5.61947710765513	10.493460105305	0	457.989751819221	275.700041392981	17.6692493219426	61.3802816341854	2894.04101230018	108.802272375721	22139.484077331	0	10846.8789858643	1698.6223854091	17.564572095948	15055.7952197293	121.671857096291	34.3555768751711	1.22007610834764	8.57187757453962	15.1044289627234	276.303038160916	77.5681972662605	702.385389658384	0	0	1.26379218538315
Akkermansia_muciniphila	0.537079426528071	26.3230563650702	48.8810400700332	0	99.1734857011174	9.93072374405309	464.126728861361	29232.5589343649	346.759017943123	527.195040314331	36124.5564745478	447.755995267382	12.4955399442086	0	52224.4340752694	37.2279694504715	70614.1060808278	17.546381313413	93.9062941596606	8.42805350308505	2.44015221669528	1.33340317826172	874.144926804702	0.679712270998564	20574.8791474994	3.17411086353046	0.357602120437533	0	666.650377789611
Parabacteroides_merdae	5325.81386330899	9093.86531663084	36.9171491438013	5.61947710765513	3164.90986940786	80.3915731661441	27.4023160951357	36230.8842275019	15.4605931566997	887.531062593982	39142.4446243846	29182.0428684698	19944.6992840396	0	83.4539246283188	69.8345357967466	26535.2719576742	948.050074281196	1273.37837825636	15890.0976676295	79.3049470425965	3551.48761760537	3866.35142385054	752.61141206316	8671.05689791946	447.09618734872	0.715204240875067	0	7715.03002770233
Bacteroides_sp._3_1_33FAA	1313.96481700093	8790.5996862652	0.227883636690131	2.80973855382757	8413.90321737717	21751.3587949209	0.285440792657664	24189.7039072696	11.0432808262141	571.492136768775	14140.3397292337	1463.30629319085	526.630210739553	0	4926.69795366266	364.448983689271	7518.447529624	1865.00759721945	41.9869488310021	453.056128005534	2.44015221669528	16103.5101838668	363.46227162199	589.990251226753	4012.99011772081	790.807049428161	1.0728063613126	0.922392649637454	22396.0825812366
Parabacteroides_sp._D25	4365.65011853343	0.900789001086051	0	2.80973855382757	7409.61735906357	3365.33312021685	0.142720396328832	10177.3568999062	0	3698.31094972578	3186.44849098	0	7071.68043769832	0	0	0	1172.70541159062	3235.98910087887	10994.0342414855	0.514690290264736	0	7107.48340786105	16519.6565979396	4729.43798160801	0.340709504829841	0.453444409075781	0	0	0
Staphylococcus_epidermidis	0.134269856632018	0.200175333574678	0.683650910070394	2.80973855382757	0	0.236445803429836	8.70594417605874	0	450481.928775256	0	102.418545619532	0.187267250216387	0.34078745302387	6.3615929428729	0.112169253532687	0.898606159149313	0.0675560465228768	12.5461172085544	0.902945136150582	0.064336286283092	10460.9325529727	0.126990778882068	0	0.339856135499282	0.454279339773122	20395.9295202286	40.4090396094413	42.4300618833229	0.631896092691574
uncultured_Butyricicoccus_sp.	10.4730488172974	7.10622434190107	105.054356514151	25.2876469844481	1.02877059855931	0.236445803429836	98.1916326742363	4.30385739548272	61.8423726267989	124.349696773463	12.317222125578	11779.8591076116	954.204868466835	0	46.1015632019342	11.6818800689411	13356.5735140845	3582.91651586325	23.9280461079904	322.389130564574	4.88030443339056	1377.15150158659	9.17737455962942	23.4500733494504	15739.9841342941	32.1945530443804	0.715204240875067	0	8.21464920499046
Bacteroides_sp._AF15-23LB	0.134269856632018	0.500438333936695	0	0	0	0	0	26707.460483627	0	0	15142.2529481609	0	0	0	0.560846267663433	0	6255.62235197187	26048.7394834218	1.12868142018823	0	0	0.380972336646205	0	0.169928067749641	0.340709504829841	0	0	0	0
